model_name,variable,value
Random Forest,participation,0.003258061214219085
Random Forest,in_mod_deg,0.0019758065637646314
Random Forest,beta_star,0.0067654836666489904
Random Forest,edge_contr,4.595216164976768e-05
Random Forest,cada,0.00031126175930055734
Random Forest,kl,0.0008765192880699574
Random Forest,l1,0.00026299027428577373
Random Forest,l2,0.0029192357983811174
Random Forest,hd,-0.0007299203034013824
Random Forest,kl2,0.00022900165166740428
Random Forest,l12,-0.0024915018028873943
Random Forest,l22,0.004702595687991783
Random Forest,hd2,0.0006362816814665884
Random Forest,lcc,0.006373489533167747
Random Forest,bc,-0.0007878616443464048
Random Forest,dc,0.0006692100762471342
Random Forest,ndc,-0.0006795550399161992
Random Forest,cc,0.000338660829744758
Random Forest,ec,0.0007455328698976971
Random Forest,eccen,0.00024190086927090572
Random Forest,core,0.0005419133310325397
Random Forest,emb_node2vec_0,-0.00011201732188022562
Random Forest,emb_node2vec_1,0.000429554409081917
Random Forest,emb_node2vec_2,-5.321982400684211e-05
Random Forest,emb_node2vec_3,-0.0004521988346004757
Random Forest,emb_node2vec_4,-0.0009640417507745663
Random Forest,emb_node2vec_5,-0.0003388499559304592
Random Forest,emb_node2vec_6,0.00032029501429900464
Random Forest,emb_node2vec_7,-0.0008935513911839943
Random Forest,emb_node2vec_8,-0.0006333045899798717
Random Forest,emb_node2vec_9,0.0004400305154935724
Random Forest,emb_node2vec_10,0.001834577678988883
Random Forest,emb_node2vec_11,-0.0007044006628841498
Random Forest,emb_node2vec_12,-0.0008063003920876805
Random Forest,emb_node2vec_13,-0.00014230005245776666
Random Forest,emb_node2vec_14,-0.0003042694721257677
Random Forest,emb_node2vec_15,-0.0016679643210119083
Random Forest,emb_struc2vec_1,-0.00012163420703115435
Random Forest,emb_struc2vec_2,0.00023242207570532415
Random Forest,emb_struc2vec_3,-5.956288817582645e-05
Random Forest,emb_struc2vec_4,8.541272110360875e-05
Random Forest,emb_struc2vec_5,-0.0001320138769621587
Random Forest,emb_struc2vec_6,0.0003542594446832248
Random Forest,emb_struc2vec_7,0.0011448608319246044
Random Forest,emb_struc2vec_8,4.67164025694633e-05
Random Forest,emb_struc2vec_9,-0.0007698437891070081
Random Forest,emb_struc2vec_10,0.0008012514421050193
Random Forest,emb_struc2vec_11,0.0008829170770172284
Random Forest,emb_struc2vec_12,-0.00012691804058249657
Random Forest,emb_struc2vec_13,0.0004744070390525101
Random Forest,emb_struc2vec_14,-0.00021906020224416733
Random Forest,emb_struc2vec_15,-0.0011986651009599641
Random Forest,emb_struc2vec_16,-0.0014794884657327284
