1	2
1	5
1	6
1	7
1	10
1	11
1	12
1	13
1	15
1	16
1	17
1	18
1	19
1	20
1	23
1	24
1	25
1	26
1	27
1	29
1	30
1	31
1	32
1	36
1	38
1	45
1	46
1	48
1	49
1	52
1	53
1	56
1	66
1	67
1	68
1	70
1	71
1	76
1	80
1	82
1	86
1	89
1	91
1	93
1	96
1	100
1	102
1	105
1	107
1	108
1	110
1	111
1	114
1	117
1	119
1	120
1	122
1	123
1	126
1	130
1	136
1	138
1	139
1	149
1	150
1	153
1	154
1	156
1	164
1	166
1	168
1	169
1	170
1	172
1	175
1	176
1	179
1	180
1	181
1	182
1	186
1	188
1	189
1	192
1	193
1	197
1	206
1	209
1	213
1	216
1	228
1	229
1	231
1	235
1	237
1	246
1	257
1	263
1	271
1	275
1	279
1	285
1	286
1	291
1	296
1	299
1	302
1	311
1	315
1	323
1	325
1	326
1	331
1	332
1	338
1	341
1	345
1	351
1	355
1	364
1	365
1	369
1	370
1	377
1	384
1	387
1	389
1	399
1	408
1	416
1	426
1	434
1	436
1	437
1	442
1	447
1	448
1	451
1	464
1	473
1	490
1	499
1	501
1	513
1	515
1	519
1	523
1	529
1	547
1	550
1	554
1	558
1	571
1	575
1	589
1	596
1	601
1	611
1	645
1	658
1	674
1	686
1	689
1	704
1	712
1	715
1	722
1	727
1	737
1	739
1	740
1	777
1	778
1	795
1	824
1	839
1	859
1	862
1	877
1	879
1	880
1	885
1	888
1	894
1	915
1	921
1	923
1	936
1	951
1	954
1	960
1	961
1	963
1	967
1	973
1	990
1	998
1	1001
1	1031
1	1047
1	1049
1	1084
1	1095
1	1108
1	1113
1	1179
1	1205
1	1207
1	1215
1	1217
1	1219
1	1227
1	1237
1	1251
1	1254
1	1262
1	1280
1	1282
1	1299
1	1308
1	1309
1	1310
1	1335
1	1339
1	1341
1	1350
1	1409
1	1426
1	1440
1	1451
1	1456
1	1461
1	1464
1	1466
1	1476
1	1484
1	1490
1	1495
1	1500
1	1501
1	1505
1	1509
1	1533
1	1557
1	1564
1	1573
1	1634
1	1652
1	1659
1	1679
