1	16495
2	2789
2	3654
2	3678
2	4903
2	5215
2	5645
2	5934
2	6458
2	6653
2	6945
2	7852
2	8242
2	8572
2	9531
2	9843
2	10874
2	10973
2	11637
2	12886
2	13390
2	13951
2	14575
2	15192
2	15760
2	15831
2	15908
2	16415
2	16652
2	17318
2	17484
2	17919
2	18242
2	18249
2	18358
3	126
3	2608
3	5744
3	6211
3	8204
3	8716
3	10955
3	12436
3	15899
3	17079
3	18359
3	18360
4	3431
4	5716
4	9264
4	10427
4	10759
4	13602
4	15307
4	15745
4	18062
4	18361
5	187
5	1055
5	1181
5	1370
5	1432
5	1477
5	1830
5	1860
5	1863
5	1978
5	1986
5	2711
5	2805
5	2951
5	3621
5	3833
5	4050
5	4665
5	5062
5	5264
5	5622
5	6187
5	6244
5	6647
5	7010
5	7072
5	7582
5	8223
5	8526
5	8916
5	9311
5	9608
5	9883
5	10850
5	10872
5	12139
5	12385
5	12811
5	13235
5	13625
5	14849
5	14906
5	15470
5	15862
5	15998
5	17112
5	17807
5	17928
5	18106
5	18218
5	18362
6	947
6	1822
6	3672
6	4731
6	6766
6	6917
6	8009
6	8861
6	12167
6	13198
6	13300
6	13818
6	14534
6	15052
6	15793
6	16092
6	16518
6	16534
6	17626
6	18252
6	18257
6	18363
7	290
7	1192
7	3258
7	3761
7	3943
7	4979
7	11916
7	11933
7	13075
7	14455
7	14796
7	15525
7	16722
7	16791
7	18346
7	18364
8	3263
8	11684
8	16599
9	3917
9	12995
9	13271
10	2752
10	13523
11	15
11	10769
11	12696
12	7845
12	11479
12	17157
12	17523
13	4607
13	4633
13	16239
13	18160
13	18365
13	18366
14	213
14	395
14	503
14	1481
14	1727
14	2267
14	4187
14	5980
14	7032
14	7215
14	7939
14	8623
14	8673
14	10659
14	11340
14	15520
14	18367
15	1043
15	1186
15	1924
15	2059
15	2312
15	2663
15	2873
15	3640
15	3788
15	4261
15	4433
15	5307
15	5363
15	5872
15	5908
15	7091
15	7755
15	7756
15	8109
15	8770
15	9117
15	9349
15	9689
15	9965
15	10153
15	10755
15	10769
15	10973
15	11381
15	11850
15	12262
15	12696
15	13431
15	13652
15	14191
15	14196
15	14988
15	15151
15	15171
15	15221
15	15693
15	15730
15	16106
15	16241
15	16355
15	16543
15	16769
15	16999
15	17377
15	17510
15	18047
15	18119
15	18368
15	18369
16	352
16	14347
16	18370
17	7159
18	1609
18	2401
18	18371
18	18372
19	542
19	545
19	965
19	1209
19	2210
19	2426
19	4433
19	4960
19	5363
19	5522
19	5822
19	6577
19	7876
19	7959
19	8876
19	9148
19	9284
19	9862
19	10142
19	10762
19	10917
19	11049
19	11193
19	12112
19	13523
19	13564
19	14074
19	14366
19	14810
19	15143
19	15230
19	15418
19	15617
19	16189
19	17629
19	17702
19	18373
19	18374
20	330
20	705
20	864
20	1754
20	4006
20	10478
20	14072
20	15066
20	16785
20	17947
20	18375
20	18376
20	18377
21	363
22	346
22	438
22	919
22	1064
22	1883
22	3297
22	3968
22	3988
22	4006
22	4180
22	4252
22	5830
22	5869
22	6037
22	6082
22	6516
22	6796
22	7282
22	7787
22	7803
22	7828
22	8769
22	8810
22	9210
22	9502
22	9706
22	9798
22	11612
22	11902
22	12713
22	13308
22	13545
22	14084
22	14278
22	14375
22	15647
22	15752
22	16555
22	16785
22	17161
22	18378
22	18379
23	483
23	900
23	1188
23	1966
23	2559
23	3907
23	4047
23	4718
23	5128
23	6381
23	7251
23	7550
23	10439
23	10909
23	11204
