in,out
0,3
0,4
0,5
0,7
0,8
0,9
0,10
0,11
0,12
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,35
0,40
0,41
0,43
0,44
0,45
0,46
0,47
0,48
0,50
0,51
0,54
0,55
0,57
0,58
0,59
0,65
0,67
0,69
0,70
0,71
0,73
0,75
0,79
0,81
0,87
0,89
0,92
0,98
0,101
0,106
0,107
0,113
0,116
0,119
0,123
0,124
0,127
0,128
0,136
0,141
0,143
0,150
0,153
0,155
0,161
0,167
0,169
0,175
0,176
0,188
0,190
0,194
0,200
0,204
0,206
0,210
0,212
0,217
0,220
0,224
0,226
0,227
0,228
0,242
0,248
0,249
0,250
0,255
0,264
0,267
0,268
0,271
0,273
0,276
0,281
0,286
0,297
0,314
0,317
0,326
0,328
0,332
0,336
0,341
0,354
0,358
0,361
0,371
0,395
0,399
0,416
0,419
0,430
0,433
0,437
0,439
0,441
0,472
0,474
0,479
0,484
0,489
0,491
0,514
0,515
0,548
0,554
0,579
0,583
0,590
0,634
0,636
0,644
0,645
0,647
0,648
0,666
0,679
0,686
0,708
0,714
0,727
0,736
0,746
0,747
0,759
0,763
0,773
0,776
0,777
0,786
0,788
0,799
0,810
0,825
0,829
0,836
0,841
0,844
0,848
0,851
0,854
0,855
0,856
0,858
0,877
0,885
0,889
0,959
0,962
0,963
0,964
0,973
0,980
0,981
0,985
0,990
0,1010
0,1014
0,1028
0,1029
0,1035
0,1041
0,1044
0,1049
0,1054
0,1063
0,1082
0,1083
0,1086
0,1089
0,1112
0,1116
0,1121
0,1143
0,1177
0,1182
0,1183
0,1188
0,1198
0,1206
0,1212
0,1222
0,1245
0,1246
0,1273
0,1282
0,1299
0,1321
0,1364
0,1366
0,1393
0,1408
0,1412
0,1414
0,1418
0,1447
0,1448
0,1455
0,1457
0,1475
0,1478
0,1498
0,1532
0,1540
0,1579
0,1586
0,1593
0,1620
0,1636
0,1744
0,1753
0,1778
0,1798
0,1801
0,1802
0,1816
0,1819
0,1826
0,1839
0,1894
0,1899
0,1924
0,1962
0,1969
0,2007
0,2010
0,2012
0,2013
0,2052
0,2082
0,2111
0,2127
0,2133
0,2137
0,2153
0,2173
0,2192
0,2239
0,2240
0,2254
0,2271
0,2313
0,2345
0,2399
0,2400
0,2444
0,2482
0,2515
0,2517
0,2549
0,2570
0,2586
0,2633
0,2641
0,2651
0,2653
0,2664
0,2667
0,2696
0,2723
0,2731
0,2748
0,2774
0,2779
0,2822
0,2851
0,2907
0,2930
0,2950
0,3035
0,3037
0,3062
0,3098
0,3120
0,3126
0,3183
0,3253
0,3256
0,3257
0,3304
0,3310
0,3319
0,3324
0,3339
0,3352
0,3373
0,3380
0,3428
0,3441
0,3448
0,3506
0,3515
