node_id,target,participation,in_mod_deg,beta_star,edge_contr,cada,kl,l1,l2,hd,kl2,l12,l22,hd2,lcc,bc,dc,ndc,cc,ec,eccen,core
1,,0.7551020408163265,-0.374979718281953,0.8431690180023628,0.8571428571428571,1.1666666666666667,2.6773913912003957,1.7848400257676624,0.9123277094271602,0.8437343975353795,1.3006661807033404,1.2986174308914276,0.5467795056565483,0.5543427492229611,1.0,0.0,7,27.0,0.25814230673282146,8.429981374172583e-9,7,7
2,,0.40625,-0.4824593317515581,0.4162800952970014,0.5,2.0,0.6265571225291704,0.8681554648915608,0.3441849415881059,0.5084158516455503,0.4165951128655873,0.7367196938925985,0.3550329794041181,0.3650917742366276,0.5714285714285714,3.1866672400452364e-5,8,41.5,0.2798041100829227,3.3186220931100824e-7,7,6
3,,0.28,-0.5382029864108117,0.36401163722997276,0.4,2.5,0.936973971656663,1.1503543053467902,0.4375633865164993,0.5740646746600132,0.3592694244935884,0.709099865764722,0.2910653926564037,0.35159301620221894,0.4,6.004814877903e-5,5,37.4,0.2623675907144467,1.2229344697285358e-8,7,3
4,,1.0,-0.4750621839005881,0.9640059102467184,1.0,1.0,2.1647950125172772,1.770453081382865,0.9695024410855771,0.8131529262869484,1.88164878302122,1.6371197480495314,0.900499374389115,0.7400760957987631,1.0,0.0,3,10.0,0.2143185897730934,3.1258882858455767e-9,8,3
5,,1.0,-0.5382029864108117,0.9640030467550913,1.0,1.0,2.1647950125172772,1.770453081382865,0.9695024410855771,0.8131529262869484,2.0241524627827263,1.6834965596437343,0.9287595211689007,0.7893911329082549,1.0,0.0,2,11.5,0.21317066471342244,4.454122945040523e-9,8,2
6,,1.0,-0.4526358492752168,0.7567005704075321,1.0,1.0,1.1859555769818912,1.3890916899291395,0.7473778106267053,0.6688205509997951,0.7729245601540345,1.1406975113812077,0.6160708057001304,0.4787361443966593,1.0,0.0,7,93.85714285714286,0.2900794268805482,3.9184211674220086e-7,7,7
7,,0.31141868512110726,0.021051953463587313,0.24880491334737456,0.2647058823529412,2.2666666666666666,1.1204632160202346,1.0882921345476138,0.389137755186116,0.5656824645902504,0.5542359451035755,0.9462663551873272,0.45935312474114603,0.40206383612341634,0.32798573975044565,0.00024748098340715384,34,65.73529411764706,0.31106583386218645,1.0901217951954888e-6,7,16
8,,1.0,-0.41192138139036444,0.9640087737383456,1.0,1.0,2.1647950125172772,1.770453081382865,0.9695024410855771,0.8131529262869484,1.651689833916358,1.5482308591606426,0.8420011298652796,0.6572344117283385,1.0,0.0,4,38.25,0.24520800421274355,6.598949703953954e-7,8,4
9,,1.0,1.180424507104436,0.9861979703571346,1.0,1.0,3.0434493611100977,1.9046596521365688,1.0364080055772424,0.884118202556378,2.879215646939082,1.8594983618139882,1.0105960444771762,0.8182163754723386,1.0,0.0,17,18.235294117647058,0.23483874221448925,8.600964737518271e-10,7,17
10,,1.0,-0.5382029864108117,0.9640030467550913,1.0,1.0,2.1647950125172772,1.770453081382865,0.9695024410855771,0.8131529262869484,1.0521831515867797,1.1264062314241983,0.5711352112159612,0.5736492562510069,1.0,0.0,2,116.5,0.26473932571493547,3.274032987863061e-7,7,2
