node_id,target,participation,in_mod_deg,beta_star,edge_contr,cada,kl,l1,l2,hd,kl2,l12,l22,hd2,lcc,bc,dc,ndc,cc,ec,eccen,core
1,true,0.08352046419380744,7.516604361136701,0.06636285430868805,0.21862348178137653,4.574074074074074,0.05951217411415885,0.28162348178137653,0.08370153539700194,0.12604389103384323,0.05039992202384648,0.25941360485734244,0.05740510115629556,0.11468031867537316,0.009665683947737968,0.06515200094834828,494,37.674089068825914,0.4549135577797998,0.20152191049587892,3,12
2,false,0.4266794378235001,15.374490203191112,0.5511212176456404,0.6437768240343348,1.5533333333333332,0.9680818690807611,1.1029536480686695,0.5666739536583897,0.4664117951484078,0.1937490529376549,0.46312318722092943,0.20330223631122107,0.2102656882592217,0.013373944344455213,0.047374225175912756,466,34.122317596566525,0.4375738479716424,0.19720813076961272,4,12
3,false,0.41848899464604394,19.15733255829521,0.48851898194825716,0.6414634146341464,1.55893536121673,0.6531422660610786,0.9855951219512196,0.5048744243890173,0.3921343103008,0.15737901773059454,0.4407877846042646,0.20905068123927342,0.1943000721608447,0.01181942870773451,0.042026443465111064,410,33.74390243902439,0.4285163281049113,0.14202695214317346,4,12
4,false,0.3953288893245762,14.637514997500764,0.5732737102042533,0.6188118811881188,1.616,1.3471732648001962,1.1537782178217821,0.5919833202910313,0.5183663692849899,0.2968055734188555,0.5040792780162971,0.219426310959136,0.24585746649381554,0.013930177136820382,0.035909405658537195,404,28.25,0.4115153510577002,0.12658829370758204,4,12
5,false,0.3741752941100298,13.519849560422523,0.56896900145175,0.6030534351145038,1.6582278481012658,1.4516417884750863,1.1425068702290073,0.5904519499106484,0.5074181473264288,0.2521691225729265,0.4118376811594203,0.17568384979138485,0.22671800764690217,0.014760866178532481,0.03670175980497465,393,30.72519083969466,0.41894666275610676,0.12565820330684518,4,12
6,false,0.41578090148546903,12.690534166673817,0.5435624977436552,0.6368286445012787,1.570281124497992,0.9471161155560838,1.0897176470588232,0.5612627848971754,0.46243499042020986,0.22760318375598132,0.48678357628024116,0.22882766347490166,0.2259444464095017,0.014755065905961047,0.03309611403169582,391,33.51150895140665,0.4214719271623672,0.16191105242472534,4,12
7,false,0.40612792968750006,17.684382494557934,0.5706114527875917,0.6302083333333334,1.5867768595041323,1.1246440439530156,1.1316416666666669,0.5845156018911443,0.48235134519270745,0.21990427116934536,0.4694563731694088,0.20128155706698186,0.21957001872450485,0.011572563098346388,0.0374180520566471,384,28.807291666666668,0.4132159682618398,0.1071994614750329,4,12
8,false,0.4004824429154902,12.164268277160623,0.532315038659885,0.6256544502617801,1.598326359832636,0.9136044281158752,1.0713225130890047,0.5522041525168492,0.4492507874876315,0.36392675510391936,0.6342282836760382,0.3200111165388653,0.27843327361527154,0.01205150403320004,0.02532192317222776,382,24.952879581151834,0.3979068009073182,0.12919179596500618,4,12
9,false,0.4043875555555556,11.953761921355344,0.5332702712970049,0.6266666666666667,1.5957446808510638,0.9077836402747822,1.0687333333333335,0.5499627280300203,0.44667423460228267,0.26960544928013047,0.5459043478260869,0.2578453098633472,0.2437965347703564,0.013932263814616756,0.030111424048297936,375,30.666666666666668,0.4127554179566563,0.14508840497077113,4,12
10,false,0.40547642509480714,11.441403587289651,0.5858077233334428,0.6284153005464481,1.5913043478260869,1.5399775432397305,1.190030601092897,0.6144032198566486,0.5325250003702954,0.34433350135433805,0.5067346623028861,0.22356282490488755,0.25864577664752764,0.015854480125757915,0.026554059416710452,366,27.549180327868854,0.4049161739693853,0.11598206654475303,4,12
11,false,0.4154053778374095,15.750179485313543,0.5791392117322988,0.6358543417366946,1.5726872246696035,1.202780356596189,1.1527086834733895,0.5935895363543247,0.4945001905721695,0.2757876077698098,0.46506536636794926,0.23076790129176136,0.23995938217809226,0.012431939067761936,0.029154147545701743,357,26.568627450980394,0.40192137631642416,0.09562918761999838,4,12
