node_id,target,participation,in_mod_deg,beta_star,edge_contr,cada,kl,l1,l2,hd,kl2,l12,l22,hd2,lcc,bc,dc,ndc,cc,ec,eccen,core
1,true,0.06339228638397613,5.597956254660724,0.0688722493796877,0.10728744939271255,8.821428571428571,0.07021229024169641,0.2372793522267206,0.0834000640016188,0.12738101264993196,0.028813771758374365,0.16927516271257614,0.0468840352869043,0.08354476615877326,0.010059866470670357,0.05477484841878177,494,38.5668016194332,0.4544380311775667,0.1917382862825419,4,13
2,false,0.19511319051741607,16.91586778229415,0.33053852001381023,0.41201716738197425,2.4270833333333335,0.4326135606228367,0.687714163090129,0.3424272547072489,0.3006913209072513,0.060888581631099864,0.22171002272153492,0.10066272534458984,0.11898790568535599,0.009977387050625317,0.04554108613238242,466,34.0,0.43936198259952547,0.16378309194593677,4,13
3,false,0.21810826888756693,18.793884266520916,0.3134096108385906,0.44390243902439025,2.2527472527472527,0.31606363335329957,0.6395073170731705,0.32367669372121716,0.26614524347672125,0.06622227882798774,0.2930158730158729,0.12438346309157242,0.12578345420776027,0.008265251356670045,0.036021118547230446,410,30.73170731707317,0.4244958607514328,0.12635455158022862,4,13
4,false,0.22566415057347322,15.99566098367762,0.37425129212909897,0.452970297029703,2.2076502732240435,0.5359010068617419,0.7564950495049505,0.3910067795608947,0.3291534915030037,0.07406900741803704,0.2594166246851385,0.11127372352219299,0.13029812927057918,0.012984300911480727,0.0374177978218364,404,36.35891089108911,0.43281966929270194,0.1464978996199856,4,13
5,false,0.21237431126132253,13.016366291107298,0.39888564938275045,0.43765903307888043,2.2848837209302326,0.7823742812632382,0.8057414758269721,0.4150866107411064,0.3772028725805165,0.09079871015775746,0.25288100757224535,0.10417558350396618,0.13901982873300997,0.01084021394817469,0.034711563119399456,393,32.93129770992366,0.4249107598164202,0.12655739453378193,4,13
6,false,0.20188905096120516,15.40684943695254,0.3376723582006721,0.41687979539641945,2.3987730061349692,0.4435988328254743,0.6701350383631715,0.34548854021741904,0.3086857316232843,0.054434579889437285,0.2596380306455665,0.08630453972328883,0.1147101398031306,0.012643452029641287,0.03786399517022951,391,40.72634271099744,0.4397871217452498,0.1533765061609402,3,13
7,false,0.23196072048611113,16.78856289483382,0.36256070636807175,0.4557291666666667,2.1942857142857144,0.4846747868434916,0.73355,0.3757237477892205,0.32782357734548984,0.06306783965111745,0.2575224437912132,0.10474904687833876,0.12190292701011794,0.010063098346388164,0.03294261909157771,384,32.778645833333336,0.42444180320910097,0.12436767433193138,4,13
8,false,0.21001343164935168,15.504587384017757,0.3500386696877298,0.4293193717277487,2.3292682926829267,0.4596795171412639,0.6940387434554974,0.3577808720185249,0.3127608490436066,0.05257658139830834,0.22948250758341765,0.08913210682576021,0.11178484098661609,0.011941570130958762,0.03676102097654043,382,38.83507853403141,0.43597122302158275,0.1445423775331454,4,13
9,false,0.1924053333333333,13.466874419412026,0.32844723031753525,0.4106666666666667,2.435064935064935,0.42822805280314163,0.6696000000000002,0.3423513692100559,0.3032675960918107,0.05456439211916002,0.21244136460554372,0.0976650812230135,0.1121824401869877,0.01309090909090909,0.034146527419042554,375,40.02133333333333,0.43430482560917344,0.14617809356132433,4,13
10,false,0.2031114694377258,11.688095963919276,0.3845040895306184,0.42349726775956287,2.361290322580645,0.7450390520598207,0.7936196721311475,0.39922198576556395,0.36927367474440487,0.12083451634779044,0.2840066154866837,0.12280344252994017,0.1590312047249572,0.00979115203233775,0.026313125054201848,366,28.827868852459016,0.4109741060419235,0.10526140222807133,4,13
