node_id,target,participation,in_mod_deg,beta_star,edge_contr,cada,kl,l1,l2,hd,kl2,l12,l22,hd2,lcc,bc,dc,ndc,cc,ec,eccen,core
1,false,1.0,-0.7098009563690868,0.9171222038408977,1.0,1.0,2.7426123175395176,1.8711962224554035,0.9800648198166363,0.8638429995175845,2.7426123175395176,1.8711962224554035,0.9800648198166363,0.8638429995175845,0.0,0.0,1,8.0,0.17692932575142162,1.5820214768568626e-6,11,1
2,true,0.42000000000000004,0.20319276273660253,0.5314716248291735,0.6,1.6666666666666667,1.3746047613254695,1.3293809024134309,0.570563572979704,0.6780849949074468,1.1305969555994029,1.3118173891196068,0.48978181581159075,0.6103232271267791,0.022222222222222223,0.0023061399557024642,10,14.2,0.210620838283646,0.00013093804212490972,9,5
3,false,1.0,0.5135461861435688,0.9424404804718406,1.0,1.0,2.440774295857604,1.8258132214060858,0.9566316166596721,0.8395737660869453,2.3961305442655805,1.8048268625393493,0.9429577732387858,0.8335203607875591,0.19047619047619047,7.169570839335676e-5,7,10.0,0.1690881263447419,7.345313455001217e-7,11,5
4,true,1.0,0.988800918064491,0.8884593253254693,1.0,1.0,2.2407883912186253,1.787250786988457,0.9362593740920672,0.8208829381174888,1.733947193430938,1.547524759591197,0.81372002641442,0.6804318446351476,0.24183006535947713,0.0007096114518852527,18,16.22222222222222,0.21736526946107784,0.0003156410147486595,10,8
5,false,1.0,-0.5526232534332964,0.9506940947996835,1.0,1.0,2.7948708112083924,1.877754459601259,0.9834049461885327,0.8676230766992227,2.7948708112083924,1.877754459601259,0.9834049461885327,0.8676230766992227,0.0,0.0,1,5.0,0.1431361135625364,7.226149906917939e-7,12,1
6,true,1.0,-0.7098009563690868,0.9171222038408977,1.0,1.0,2.7426123175395176,1.8711962224554035,0.9800648198166363,0.8638429995175845,0.8446835776123285,0.972630290311298,0.4064479258865444,0.5147494872012631,0.0,0.0,1,72.0,0.21864960991280405,6.208717807192384e-5,9,1
7,false,1.0,3.180772828015583,0.9426742429691434,1.0,1.0,2.440774295857604,1.8258132214060858,0.9566316166596721,0.8395737660869453,2.2649024657615904,1.7596975189267472,0.922416301880023,0.7885466413521621,0.18947368421052632,0.0021397998184184133,20,12.1,0.1959237174874062,1.4586239494681393e-5,11,6
8,false,0.59375,0.09376840344400308,0.7008199669136158,0.75,1.3333333333333333,2.045180844621284,1.563746065057712,0.7421156264245176,0.7712676180700987,1.4267067630700732,1.281909510297596,0.6182989075639066,0.5869456575962375,0.03571428571428571,0.0020706471985325846,8,21.125,0.2237583656216978,0.0011340705260278812,10,3
9,false,1.0,-0.5216267425138182,0.8694166726605769,1.0,1.0,2.102797168056971,1.755771248688352,0.9192943365838628,0.8065676203205596,2.102797168056971,1.755771248688352,0.9192943365838628,0.8065676203205596,0.0,0.0,1,3.0,0.16003274971658898,4.941666699506568e-6,11,1
10,false,1.0,0.7187174662875699,0.9424584622024024,1.0,1.0,2.440774295857604,1.8258132214060858,0.9566316166596721,0.8395737660869453,2.138400507222923,1.6976080932009572,0.8911429861206838,0.7673908144853213,0.10714285714285714,0.000704891359377214,8,9.75,0.20372547971564486,1.2501453737001065e-5,10,3
