node_id,target,participation,in_mod_deg,beta_star,edge_contr,cada,kl,l1,l2,hd,kl2,l12,l22,hd2,lcc,bc,dc,ndc,cc,ec,eccen,core
1,true,0.1385861102460293,14.649304781675895,0.10699254438752076,0.26720647773279355,3.742424242424242,0.04602755875173421,0.24101133603238872,0.1172809873897483,0.10545863075900937,0.007227407872299982,0.10068982223090449,0.036659885697859995,0.042794093851356775,0.012104688308382128,0.05530825891958517,494,41.449392712550605,0.4608683628318584,0.20406028982147872,3,13
2,false,0.20623883291274475,19.696095677674528,0.26079992632288806,0.4055793991416309,2.4656084656084656,0.2034486157740343,0.5181587982832618,0.27407643970461376,0.21531522348993942,0.01906472011691713,0.14476053091163116,0.06857084624066995,0.06838593031438264,0.009940467949605427,0.047977806990107105,466,36.862660944206006,0.4479036015051066,0.1717858274795805,3,13
3,false,0.18198691255205235,13.41895449976863,0.17549471639357475,0.35365853658536583,2.8275862068965516,0.14770278949225688,0.4162634146341463,0.21068684162751877,0.19044985085017027,0.024090124745099833,0.17414116192830656,0.07679369878330454,0.07699907259190511,0.010698312362096726,0.0399053837921936,410,39.46341463414634,0.44223794781070325,0.1550461244649231,4,13
4,false,0.15820752867365945,17.558148351647006,0.27667493186530684,0.3193069306930693,3.131782945736434,0.38889987018794436,0.5440138613861386,0.2869597918507155,0.2737876298709904,0.028987786997500226,0.14671128973328462,0.060960126605536534,0.08159881675018048,0.009004250300960618,0.03724469621061219,404,33.87376237623762,0.43209022946285813,0.1303443817271049,4,13
5,false,0.18744698897370654,18.55531950534169,0.3372947305280914,0.37150127226463103,2.691780821917808,0.5433978135925553,0.6556025445292619,0.34518235209837944,0.31812740719377003,0.03476802187510493,0.15190781893004113,0.06427446182679017,0.0891226422182332,0.007815339876408579,0.03422508142985298,393,30.916030534351144,0.42343525027526047,0.11546733964866542,4,13
6,false,0.1944191887808164,14.096416040335951,0.21042831265046721,0.3887468030690537,2.5723684210526314,0.17216836207365543,0.47823120204603586,0.2480523372776364,0.1984969083823313,0.02815597453222931,0.1872877192982456,0.09127798711953855,0.08230200729088012,0.009928519902944456,0.03449411617036418,391,36.44501278772378,0.43242658824546987,0.13854399923956934,4,13
7,false,0.2672254774305556,21.01914669723411,0.32586977411363105,0.4869791666666667,2.053475935828877,0.29766217184125215,0.6574666666666666,0.34607779823409013,0.25946329198439516,0.020337371625243364,0.14741327227685605,0.07734614555512755,0.0703164859794905,0.008893603133159268,0.0349877014914563,384,34.690104166666664,0.42973182052604436,0.12527270273498026,4,13
8,false,0.26464460952276525,17.193383082929422,0.30328363740729913,0.4816753926701571,2.0760869565217392,0.31582567064979045,0.6638931937172775,0.3458057194380447,0.2689900499694879,0.03964626931598337,0.21447554304683553,0.11413020932006847,0.09668813929644218,0.010196369432878482,0.034919399712270455,382,36.274869109947645,0.4318103299360857,0.13177569262461952,4,13
9,false,0.2709404444444445,19.159627855432685,0.34514640486695647,0.49066666666666664,2.0380434782608696,0.3410022044068377,0.6883333333333332,0.36594396353054437,0.27579822527252407,0.02804425081247723,0.16796881815502504,0.08909097725686947,0.08196173769552796,0.010424242424242424,0.03321391714718585,375,36.192,0.4295103092783505,0.13151863455725135,4,13
10,false,0.12169667652064858,12.573345733762473,0.14643858568868467,0.2103825136612022,4.753246753246753,0.11800074533312277,0.30230273224043713,0.1519369696622806,0.1646198571531932,0.010344153072043038,0.08768558597460922,0.03435368165997051,0.05156836324727211,0.008982708286548395,0.02999474373436831,366,31.636612021857925,0.4191398390342052,0.11309591541800128,4,13
