emb_node2vec_0,emb_node2vec_1,emb_node2vec_2,emb_node2vec_3,emb_node2vec_4,emb_node2vec_5,emb_node2vec_6,emb_node2vec_7,emb_node2vec_8,emb_node2vec_9,emb_node2vec_10,emb_node2vec_11,emb_node2vec_12,emb_node2vec_13,emb_node2vec_14,emb_node2vec_15
-0.34957784,-0.73471093,2.8673193,-0.22229218,0.3159135,0.6355418,1.570746,0.031941544,0.006761263,0.43844712,-1.9143314,1.3915575,-0.4230221,-0.16400684,-0.3552415,-0.60220164
0.2765604,0.18232097,0.45935488,-0.017643914,0.119397156,0.067888014,0.5846886,0.45772603,0.61909825,-0.2302125,-1.9647151,1.4238137,0.1964352,-1.3364058,-0.16272895,-0.3666323
0.89362663,-1.4280318,-0.73997414,0.2585737,1.0886946,-0.19421114,-0.32515013,-1.2066376,0.28599468,0.66754943,-0.9532455,-0.043768905,0.6087052,-1.3557051,0.49852958,0.32540515
-1.0228417,-1.4288431,1.1758343,0.64737487,0.045723155,1.6726909,0.22063796,-1.957882,-1.8300182,2.2243042,-0.989153,-0.60289705,1.0876607,-0.7136554,0.16793118,1.0525049
-1.2395656,-1.250343,1.3276627,0.7265519,-0.44880718,1.4998792,0.35315743,-1.3786557,-1.6651053,1.5621058,-0.9048211,-0.40359497,0.7757762,-0.44195023,-0.09726712,1.1373439
0.72633606,-0.37044752,2.012673,0.5226143,0.29509467,0.63618743,0.5334236,-0.78201675,-0.38889533,-0.43445587,-0.7684509,-0.69333094,0.19257443,-1.0309374,1.1205999,0.5524411
-0.36002713,-0.15656216,0.79776394,-0.3142849,1.330038,0.23175478,0.13186069,0.2365056,-1.6547538,0.5394293,-0.48778746,-0.24480927,0.5532108,-0.9557177,-0.026194053,-0.14118055
-0.799838,-0.7304338,0.38004395,0.233628,-1.2320315,1.0259002,-0.032869983,-0.60904074,-1.2822317,0.7155365,-1.897475,-0.116644844,0.83936816,-1.7864015,0.11864389,1.8421335
0.029142693,0.28625613,1.4927638,-0.20617801,0.8359639,0.4699685,-0.36633578,-3.6638343,-1.5128349,1.4384917,-1.626306,1.7503197,-1.4435055,-2.2849257,0.9747019,-0.3179041
-1.0295111,-0.61231333,1.5478764,0.07748052,0.17278732,1.4534295,-0.024952222,0.07100396,-1.4573486,0.68526685,-0.21247607,0.93315387,0.86164844,-1.1889837,0.496669,0.672227
0.34478423,0.6826806,0.21605462,0.92799276,0.47349465,1.9155684,0.36247668,-0.52778894,-1.1468796,0.8888481,-1.3560133,0.47412753,-0.10510003,-0.38308537,0.33413163,-0.08064819
-0.59714794,0.5367764,-0.5239019,1.0850723,1.3372107,1.0155166,0.4518171,0.50451076,-0.4231424,1.3381795,-1.3244078,0.44409606,0.39993283,-0.809353,-0.36840385,-0.24046911
